# EdgeID,Source NodeID,Target NodeID,Direction,Layer
54b7bef755474a2bb2744dbd,5453b63455474a336231834a,5453b63455474a33623185b7,TwoWay,road,D116.6
54b7bef755474a2bb2744dbe,5453b63455474a336231834a,5453b63455474a3362318cb5,TwoWay,road,D116.6
54b7bef755474a2bb2744dbf,5453b63455474a336231860a,5453b63455474a3362317a63,TwoWay,road,D118.6
54b7bef755474a2bb2744dc0,5453b63455474a33623178c7,5453b63555474a336231ac9e,TwoWay,road,D113
54b7bef755474a2bb2744dc1,5453b63455474a33623178c7,5453b63555474a336231a84e,TwoWay,road,D929
54b7bef755474a2bb2744dc2,5453b63455474a3362319579,5453b63455474a33623174a0,TwoWay,road,D906
54b7bef755474a2bb2744dc3,5453b63455474a3362318492,5453b63455474a3362317450,TwoWay,road,D939
54b7bef755474a2bb2744dc4,5453b63455474a33623178c6,5453b63455474a33623177cf,TwoWay,road,D2B
54b7bef755474a2bb2744dc5,5453b63455474a33623178c6,5453b63455474a336231859a,TwoWay,road,D231
54b7bef755474a2bb2744dc6,5453b63555474a336231acfe,5453b63555474a336231aaa9,TwoWay,road,D48E
54b7bef755474a2bb2744dc7,5453b63455474a3362317782,5453b63555474a336231a0f6,TwoWay,metro,M10
54b7bef755474a2bb2744dc8,5453b63555474a336231a9a0,5453b63455474a3362318fdf,TwoWay,metro,M10
54b7bef755474a2bb2744dc9,5453b63555474a336231a0ba,5453b63555474a336231a5a4,TwoWay,metro,M10
54b7bef755474a2bb2744dca,5453b63555474a336231a5a4,5453b63455474a3362318ea3,TwoWay,metro,M10
54b7bef755474a2bb2744dcb,5453b63455474a33623198be,5453b63455474a3362317de1,TwoWay,metro,M10
54b7bef755474a2bb2744dcc,5453b63555474a336231a7d8,5453b63455474a33623182fa,TwoWay,metro,M10
54b7bef755474a2bb2744dcd,5453b63455474a33623195a2,5453b63455474a3362318bae,TwoWay,metro,M10
54b7bef755474a2bb2744dce,5453b63455474a33623198be,5453b63455474a3362318fdf,TwoWay,metro,M10
54b7bef755474a2bb2744dcf,5453b63555474a336231a7d8,5453b63555474a336231a6d7,TwoWay,metro,M10
54b7bef755474a2bb2744dd0,5453b63555474a336231a7d8,5453b63555474a3362319d63,TwoWay,metro,M10
54b7bef755474a2bb2744dd1,5453b63555474a336231a2ef,5453b63455474a3362318335,TwoWay,road,None
54b7bef755474a2bb2744dd2,5453b63555474a336231a2ef,5453b63555474a336231a517,TwoWay,road,None
54b7bef755474a2bb2744dd3,5453b63555474a336231a2f0,5453b63455474a3362319466,TwoWay,road,D48
54b7bef755474a2bb2744dd4,5453b63555474a336231a2f0,5453b63455474a3362318792,TwoWay,road,D48
54b7bef755474a2bb2744dd5,5453b63455474a33623193d4,5453b63455474a3362318c6a,TwoWay,road,D906
54b7bef755474a2bb2744dd6,5453b63555474a336231a5b9,5453b63555474a336231aa4e,TwoWay,road,D22
54b7bef755474a2bb2744dd7,5453b63455474a3362319868,5453b63455474a3362317763,TwoWay,road,A104
54b7bef755474a2bb2744dd8,5453b63555474a336231a34b,5453b63555474a336231a3df,TwoWay,road,D152
54b7bef755474a2bb2744dd9,5453b63555474a336231a406,5453b63455474a3362318a4e,TwoWay,road,D192P
54b7bef755474a2bb2744dda,5453b63555474a3362319c3d,5453b63555474a336231ad90,TwoWay,road,D136
54b7bef755474a2bb2744ddb,5453b63555474a3362319c3d,5453b63455474a3362317ec8,TwoWay,road,D136.2
54b7bef755474a2bb2744ddc,5453b63455474a336231911a,5453b63455474a33623187a8,TwoWay,road,D122
54b7bef755474a2bb2744ddd,5453b63555474a336231ab97,5453b63455474a336231834f,TwoWay,road,D77
54b7bef755474a2bb2744dde,5453b63555474a336231ab99,5453b63555474a336231a4de,TwoWay,road,D335.2
54b7bef755474a2bb2744ddf,5453b63555474a336231ab99,5453b63455474a3362318167,TwoWay,road,D24
54b7bef755474a2bb2744de0,5453b63555474a3362319c42,5453b63455474a3362317deb,TwoWay,road,D333.1
54b7bef755474a2bb2744de1,5453b63455474a336231755e,5453b63555474a336231a5a6,TwoWay,road,D449
54b7bef755474a2bb2744de2,5453b63455474a336231755e,5453b63555474a336231ae6a,TwoWay,road,None
54b7bef755474a2bb2744de3,5453b63555474a336231ad82,5453b63555474a3362319d05,TwoWay,road,D1
54b7bef755474a2bb2744de4,5453b63555474a336231ad81,5453b63455474a3362319517,TwoWay,road,D114.3
54b7bef755474a2bb2744de5,5453b63555474a3362319de0,5453b63555474a3362319dde,TwoWay,road,D934
54b7bef755474a2bb2744de6,5453b63555474a3362319de0,5453b63455474a3362319836,TwoWay,road,D5
54b7bef755474a2bb2744de7,5453b63555474a3362319de2,5453b63555474a336231a118,TwoWay,road,A86
54b7bef755474a2bb2744de8,5453b63555474a336231ad84,5453b63355474a33623172fd,TwoWay,road,D838
54b7bef755474a2bb2744de9,5453b63455474a3362317f5b,5453b63455474a3362317c69,TwoWay,road,A15
54b7bef755474a2bb2744dea,5453b63555474a336231a3d1,5453b63455474a33623195ed,TwoWay,road,D913
54b7bef755474a2bb2744deb,5453b63555474a3362319ddf,5453b63455474a3362318618,TwoWay,road,D307
54b7bef755474a2bb2744dec,5453b63555474a3362319ddf,5453b63455474a3362317829,TwoWay,road,None
54b7bef755474a2bb2744ded,5453b63555474a336231ad81,5453b63455474a3362317f68,TwoWay,road,D114.8
54b7bef755474a2bb2744dee,5453b63455474a3362317810,5453b63455474a336231847e,TwoWay,road,N3
54b7bef755474a2bb2744def,5453b63455474a3362317810,5453b63455474a3362318318,TwoWay,road,D20
54b7bef755474a2bb2744df0,5453b63455474a3362317918,5453b63455474a3362317704,TwoWay,road,D1003
54b7bef755474a2bb2744df1,5453b63455474a3362317917,5453b63455474a3362318e97,TwoWay,road,D44E2
54b7bef755474a2bb2744df2,5453b63455474a33623195cc,5453b63455474a3362317705,TwoWay,road,D401
54b7bef755474a2bb2744df3,5453b63455474a336231950c,5453b63455474a33623185d9,TwoWay,road,D106
54b7bef755474a2bb2744df4,5453b63555474a336231a606,5453b63555474a336231a496,TwoWay,road,D19B
54b7bef755474a2bb2744df5,5453b63455474a336231780c,5453b63455474a33623175c1,TwoWay,road,D418
54b7bef755474a2bb2744df6,5453b63455474a33623195cc,5453b63455474a33623174fb,TwoWay,road,None
54b7bef755474a2bb2744df7,5453b63455474a336231944e,5453b63355474a3362317323,TwoWay,road,D803
54b7bef755474a2bb2744df8,5453b63455474a336231944e,5453b63555474a336231acdf,TwoWay,road,D470
54b7bef755474a2bb2744df9,5453b63555474a3362319e25,5453b63555474a336231a244,TwoWay,road,D313
54b7bef755474a2bb2744dfa,5453b63555474a336231a656,5453b63455474a3362317677,TwoWay,road,D82
54b7bef755474a2bb2744dfb,5453b63555474a336231a656,5453b63555474a336231a7eb,TwoWay,road,D871
54b7bef755474a2bb2744dfc,5453b63555474a3362319ad1,5453b63455474a3362318d26,OneWay,road,None
54b7bef755474a2bb2744dfd,5453b63555474a3362319ee5,5453b63555474a336231a92a,TwoWay,road,None
54b7bef755474a2bb2744dfe,5453b63555474a3362319ee5,5453b63455474a33623181f8,TwoWay,road,None
54b7bef755474a2bb2744dff,5453b63455474a3362317759,5453b63455474a3362317e99,TwoWay,road,D88A
54b7bef755474a2bb2744e00,5453b63455474a3362317759,5453b63555474a3362319e2d,TwoWay,road,D231
54b7bef755474a2bb2744e01,5453b63555474a3362319afc,5453b63555474a336231a438,TwoWay,road,D910
54b7bef755474a2bb2744e02,5453b63555474a3362319afc,5453b63555474a336231a43a,OneWay,road,D910
54b7bef755474a2bb2744e03,5453b63555474a3362319a8c,5453b63555474a336231ae92,TwoWay,road,D188
54b7bef755474a2bb2744e04,5453b63555474a3362319a8c,5453b63455474a33623192de,TwoWay,road,D188
54b7bef755474a2bb2744e05,5453b63455474a3362318a49,5453b63455474a336231977a,TwoWay,road,D37
54b7bef755474a2bb2744e06,5453b63455474a3362319124,5453b63455474a3362319463,TwoWay,road,D86
54b7bef755474a2bb2744e07,5453b63555474a336231a461,5453b63555474a336231acf6,TwoWay,road,None
54b7bef755474a2bb2744e08,5453b63555474a336231a460,5453b63455474a3362317845,TwoWay,road,A15
54b7bef755474a2bb2744e09,5453b63455474a336231912a,5453b63455474a3362318369,TwoWay,road,D86
54b7bef755474a2bb2744e0a,5453b63455474a336231912a,5453b63455474a3362318589,TwoWay,road,D37
54b7bef755474a2bb2744e0b,5453b63555474a336231a45f,5453b63555474a336231a2c4,TwoWay,road,None
54b7bef755474a2bb2744e0c,5453b63555474a336231a814,5453b63455474a3362319222,TwoWay,road,D329.8
54b7bef755474a2bb2744e0d,5453b63455474a3362318492,5453b63455474a33623194a0,TwoWay,road,D29
54b7bef755474a2bb2744e0e,5453b63455474a3362317d68,5453b63455474a3362319083,TwoWay,road,D109P
54b7bef755474a2bb2744e0f,5453b63455474a3362317d67,5453b63555474a336231a48d,OneWay,road,None
54b7bef755474a2bb2744e10,5453b63455474a3362317d67,5453b63455474a33623197cc,OneWay,road,None
54b7bef755474a2bb2744e11,5453b63455474a3362317d67,5453b63455474a33623179bc,TwoWay,road,A1
54b7bef755474a2bb2744e12,5453b63455474a3362317d61,5453b63455474a33623192b7,TwoWay,road,D9
54b7bef755474a2bb2744e13,5453b63555474a3362319cab,5453b63555474a336231a1ed,TwoWay,road,None
54b7bef755474a2bb2744e14,5453b63555474a3362319cab,5453b63555474a336231a785,TwoWay,road,None
54b7bef755474a2bb2744e15,5453b63555474a3362319eaf,5453b63555474a336231a247,TwoWay,road,D139
54b7bef755474a2bb2744e16,5453b63555474a336231a72b,5453b63555474a336231a1c6,TwoWay,road,None
54b7bef755474a2bb2744e17,5453b63555474a336231a72b,5453b63455474a33623174db,TwoWay,road,None
54b7bef755474a2bb2744e18,5453b63455474a33623188ab,5453b63455474a3362317f49,TwoWay,road,D75
54b7bef755474a2bb2744e19,5453b63455474a33623192e3,5453b63455474a3362317899,TwoWay,road,None
54b7bef755474a2bb2744e1a,5453b63455474a33623192e2,5453b63455474a33623181d7,TwoWay,road,D162
54b7bef755474a2bb2744e1b,5453b63455474a33623192e2,5453b63455474a3362317866,TwoWay,road,None
54b7bef755474a2bb2744e1c,5453b63455474a33623192df,5453b63455474a336231988b,TwoWay,road,D983
54b7bef755474a2bb2744e1d,5453b63455474a33623192df,5453b63555474a3362319c38,TwoWay,road,None
